,date,RMM1,RMM2,Amplitude,Phase,Phase_degrees,MJO_Phase
0,1/1/1999,-0.67299998,0.25400001,0.719336485,2.780706767,159.3227618,8
1,1/2/1999,-0.74800003,-0.046,0.749413134,-3.08017268,183.5191052,1
2,1/3/1999,-0.90700001,-0.133,0.916699524,-2.995993057,188.3422424,1
3,1/4/1999,-1.21899998,0.163,1.229849564,3.008664998,172.3838063,8
4,1/5/1999,-1.19099998,0.52200001,1.300371087,2.728521697,156.3327775,8
5,1/6/1999,-0.64600003,0.64700001,0.91428937,2.355421111,134.9556886,7
6,1/7/1999,-0.28299999,0.60900003,0.671543022,2.005804168,114.9241134,7
7,1/8/1999,-0.19400001,0.447,0.487283289,1.980269075,113.4610603,7
8,1/9/1999,-0.495,0.36000001,0.612066179,2.512796354,143.9726259,8
9,1/10/1999,-0.87599999,0.164,0.89121938,2.956520411,169.3961416,8
10,1/11/1999,-1.39999998,0.22499999,1.41796507,2.982241017,170.8698238,8
11,1/12/1999,-1.49899995,0.18099999,1.509888024,3.021427237,173.1150288,8
12,1/13/1999,-1.67299998,-0.118,1.677156204,-3.071177286,184.0345034,1
13,1/14/1999,-1.57500005,-0.491,1.649759424,-2.839394831,197.3146598,1
14,1/15/1999,-1.49100006,-0.611,1.611335526,-2.752673443,202.2834293,1
15,1/16/1999,-1.24300003,-1.14100003,1.687284843,-2.398953645,222.5500809,1
16,1/17/1999,-0.88800001,-1.18700004,1.482401131,-2.213083178,233.1996742,2
17,1/18/1999,-0.50199997,-1.41600001,1.50235149,-1.911491962,250.479578,2
18,1/19/1999,0.14300001,-1.47800004,1.484901721,-1.474344171,275.5263015,3
19,1/20/1999,0.61500001,-1.69700003,1.805002525,-1.223113978,289.9207312,3
20,1/21/1999,1.00699997,-1.49699998,1.804177896,-0.978643101,303.9278806,3
21,1/22/1999,1.30499995,-1.38199997,1.900775838,-0.814046826,313.3585526,3
22,1/23/1999,1.38499999,-1.16799998,1.811752998,-0.700603928,319.8583518,4
23,1/24/1999,1.16600001,-0.38299999,1.22729174,-0.317370258,341.8160237,4
24,1/25/1999,1.23599994,-0.015,1.236090956,-0.012135327,359.304697,4
25,1/26/1999,1.32799995,0.241,1.349690656,0.179522161,10.28586216,5
26,1/27/1999,1.50800002,0.65700001,1.644905187,0.410878783,23.54162018,5
27,1/28/1999,1.22000003,0.81,1.464411169,0.586108655,33.58155227,5
28,1/29/1999,1.12300003,1.01600003,1.51439266,0.735416452,42.13625888,5
29,1/30/1999,0.949,1.18499994,1.518165293,0.89554101,51.31072023,6
30,1/31/1999,0.54699999,1.04799998,1.182164518,1.08974601,62.43784711,6
31,2/1/1999,0.18799999,0.88999999,0.909639477,1.362620684,78.07241428,6
32,2/2/1999,-0.042,0.85699999,0.858028544,1.619765316,92.8057164,7
33,2/3/1999,0.026,0.727,0.727464776,1.535048151,87.95178041,6
34,2/4/1999,-0.086,0.579,0.585352031,1.718250222,98.44848587,7
35,2/5/1999,-0.248,0.64999998,0.695703941,1.935286999,110.8837772,7
36,2/6/1999,-0.126,0.59500003,0.608194899,1.779478079,101.9565837,7
37,2/7/1999,0.234,0.47,0.525029523,1.108852294,63.53255653,6
38,2/8/1999,0.34599999,0.442,0.561319867,0.906628182,51.94596842,6
39,2/9/1999,0.48300001,0.69700003,0.847996493,0.96480418,55.27920755,6
40,2/10/1999,0.33000001,0.37099999,0.496528951,0.843819454,48.34729336,6
41,2/11/1999,0.345,0.58899999,0.682602365,1.040929191,59.64084943,6
42,2/12/1999,0.15899999,1.02100003,1.033306372,1.416307562,81.14844579,6
43,2/13/1999,0.233,1.08200002,1.106803073,1.358693343,77.8473942,6
44,2/14/1999,0.02,1.347,1.34714847,1.555949608,89.14934566,6
45,2/15/1999,-0.67400002,1.48699999,1.632619061,1.996359303,114.3829625,7
46,2/16/1999,-1.25699997,1.54700005,1.993303308,2.253137189,129.0952516,7
47,2/17/1999,-1.86199999,1.51300001,2.39921091,2.459235657,140.903824,8
48,2/18/1999,-1.86500001,1.83299994,2.614978741,2.364847619,135.4957878,8
49,2/19/1999,-2.14400005,1.63199997,2.694468429,2.490965795,142.721827,8
50,2/20/1999,-1.88199997,1.36899996,2.327248327,2.512701599,143.9671968,8
51,2/21/1999,-1.72399998,0.889,1.939715683,2.66549468,152.7215955,8
52,2/22/1999,-1.29700005,0.33199999,1.338817808,2.890998124,165.6419911,8
53,2/23/1999,-0.77700001,-0.057,0.779087938,-3.068364753,184.1956496,1
54,2/24/1999,-1.04400003,-0.244,1.072134349,-2.911997399,193.1548391,1
55,2/25/1999,-0.92500001,-0.18000001,0.942350796,-2.949399952,191.0118307,1
56,2/26/1999,-0.88200003,-0.67900002,1.113088083,-2.485513594,217.5905611,1
57,2/27/1999,-1.05700004,-0.79000002,1.319601878,-2.499758721,216.7743755,1
58,2/28/1999,-1.245,-1.15900004,1.700972102,-2.391952935,222.9511921,1
59,3/1/1999,-1.16400003,-1.38600004,1.80994259,-2.269354617,229.9755582,2
60,3/2/1999,-0.84100002,-1.44299996,1.670188588,-2.098482917,239.7657855,2
61,3/3/1999,-0.75599998,-1.329,1.528979061,-2.087995486,240.366671,2
62,3/4/1999,-0.41299999,-1.40699995,1.466362115,-1.856308979,253.6413301,2
63,3/5/1999,0.05,-1.44000006,1.440867854,-1.53608805,271.9886378,3
64,3/6/1999,0.069,-1.37899995,1.380725122,-1.520801762,272.8644776,3
65,3/7/1999,-0.011,-1.22300005,1.223049518,-1.57979036,269.4846798,2
66,3/8/1999,-0.031,-0.86299998,0.863556579,-1.606702095,267.942751,2
67,3/9/1999,0.026,-1.04799998,1.048322449,-1.545992254,271.4211687,3
68,3/10/1999,0.064,-1.20000005,1.201705505,-1.517513477,273.0528824,3
69,3/11/1999,-0.126,-1.06700003,1.074413823,-1.688340063,263.26524,2
70,3/12/1999,0.18099999,-1.29700005,1.309568679,-1.432139015,277.9444788,3
71,3/13/1999,0.068,-1.35599995,1.357703894,-1.520690805,272.8708349,3
72,3/14/1999,-0.266,-1.25999999,1.287771709,-1.778852465,258.0792614,2
73,3/15/1999,-0.061,-1.17200005,1.173586434,-1.622797184,267.0205704,2
74,3/16/1999,0.03,-1.19599998,1.196376175,-1.545717973,271.4368838,3
75,3/17/1999,0.32499999,-1.65900004,1.690534272,-1.377345072,281.0839404,3
76,3/18/1999,0.33399999,-1.61699998,1.651134437,-1.367105569,281.6706207,3
77,3/19/1999,0.72100002,-1.102,1.316907373,-0.991428711,303.1953192,3
78,3/20/1999,0.92900002,-1.05499995,1.405726123,-0.848821018,311.3661381,3
79,3/21/1999,1.27199996,-1.03999996,1.643041027,-0.685386924,320.7302219,4
80,3/22/1999,1.38399994,-1.15900004,1.805197199,-0.697149828,320.0562571,4
81,3/23/1999,1.19000006,-1.33899999,1.791374086,-0.844246674,311.6282287,3
82,3/24/1999,0.99400002,-1.06200004,1.454606519,-0.81846005,313.1056934,3
83,3/25/1999,0.829,-0.46599999,0.950997892,-0.51210305,330.6586566,4
84,3/26/1999,0.51700002,-0.361,0.630563257,-0.60955666,325.074976,4
85,3/27/1999,0.59500003,-0.18799999,0.623994417,-0.306039704,342.4652166,4
86,3/28/1999,0.565,0.04,0.566414159,0.070678534,4.049581703,5
87,3/29/1999,0.43399999,0.101,0.445597342,0.228649145,13.10063102,5
88,3/30/1999,0.184,0.34999999,0.395418757,1.086789528,62.2684532,6
89,3/31/1999,0.51700002,0.34900001,0.623770813,0.593782881,34.02125305,5
90,4/1/1999,0.47999999,0.308,0.5703192,0.570494675,32.68693708,5
91,4/2/1999,0.45500001,0.308,0.549444273,0.595069614,34.09497737,5
92,4/3/1999,0.23100001,0.21799999,0.317623992,0.756452976,43.34156291,5
93,4/4/1999,0.34900001,0.236,0.421303937,0.594585774,34.06725539,5
94,4/5/1999,0.528,0.27200001,0.593942763,0.475695234,27.25532923,5
95,4/6/1999,0.83600003,0.43599999,0.942863745,0.480723724,27.54344048,5
96,4/7/1999,0.91100001,0.40799999,0.998190869,0.421072442,24.1256738,5
97,4/8/1999,0.80599999,0.54000002,0.970173183,0.590289644,33.82110527,5
98,4/9/1999,1.13300002,0.498,1.237615871,0.414122287,23.72745924,5
99,4/10/1999,1.10699999,0.073,1.109404335,0.065848654,3.772849947,5
100,4/11/1999,1.19400001,-0.146,1.202893189,-0.121674035,353.0285913,4
101,4/12/1999,1.67499995,-0.266,1.695989632,-0.157490825,350.9764404,4
102,4/13/1999,1.96899998,-0.212,1.980379994,-0.107255685,353.8547019,4
103,4/14/1999,1.75899994,-0.37599999,1.798737552,-0.210588559,347.9341644,4
104,4/15/1999,1.59800005,-0.26899999,1.620483,-0.166771877,350.4446753,4
105,4/16/1999,1.25800002,0.047,1.258877695,0.037343521,2.139626147,5
106,4/17/1999,1.13,0.245,1.15625473,0.213509517,12.23319421,5
107,4/18/1999,1.06299996,0.32600001,1.111865514,0.297573209,17.04968896,5
108,4/19/1999,1,0.51999998,1.127120215,0.479519276,27.47443072,5
109,4/20/1999,0.80400002,0.48699999,0.939992033,0.54461577,31.20418508,5
110,4/21/1999,0.61299998,0.57999998,0.843901032,0.757743856,43.41552492,5
111,4/22/1999,0.51700002,0.912,1.048347758,1.055081323,60.45170685,6
112,4/23/1999,0.36500001,1.09000003,1.149489049,1.247670257,71.48623998,6
113,4/24/1999,0.104,1.41700006,1.420811448,1.497533196,85.80233182,6
114,4/25/1999,-0.36300001,1.49899995,1.542326119,1.808384039,103.6127732,7
115,4/26/1999,-0.505,1.54299998,1.623537477,1.887093102,108.1224703,7
116,4/27/1999,-0.61500001,1.48099995,1.603616495,1.964388251,112.5511561,7
117,4/28/1999,-0.66799998,1.53999996,1.678637498,1.980068559,113.4495716,7
118,4/29/1999,-0.778,1.68099999,1.852308011,2.004259871,114.8356317,7
119,4/30/1999,-1.08899999,1.59599996,1.932132721,2.169565102,124.3069237,7
120,5/1/1999,-1.32000005,1.329,1.873136709,2.352797014,134.8053389,7
121,5/2/1999,-1.40999997,0.92199999,1.684691039,2.562480163,146.8192984,8
122,5/3/1999,-1.41600001,0.80800003,1.630312877,2.623055169,150.2899906,8
123,5/4/1999,-1.42299998,0.50700003,1.510621718,2.799325692,160.3895476,8
124,5/5/1999,-1.74600005,0.35299999,1.7813268,2.942105288,168.5702159,8
125,5/6/1999,-2.14400005,0.124,2.147582877,3.083821192,176.689939,8
126,5/7/1999,-2.03399992,-0.097,2.036311537,-3.093939473,182.7303261,1
127,5/8/1999,-2.22799993,-0.213,2.238158325,-3.046280882,185.4609623,1
128,5/9/1999,-2.24499989,-0.384,2.277604115,-2.972185296,189.7063266,1
129,5/10/1999,-2.20499992,-0.68000001,2.307471486,-2.842456461,197.1392414,1
130,5/11/1999,-2.18400002,-0.94099998,2.378095257,-2.734768354,203.3093154,1
131,5/12/1999,-2.1960001,-1.07799995,2.44632384,-2.685257565,206.1460746,1
132,5/13/1999,-1.95599997,-1.06200004,2.225708869,-2.644182224,208.4995183,1
133,5/14/1999,-1.46000004,-1.23399997,1.911637006,-2.439888675,220.2046764,1
134,5/15/1999,-0.95999998,-1.50899994,1.788485611,-2.137396902,237.5361783,2
135,5/16/1999,-0.65899998,-1.71800005,1.840055745,-1.93707272,249.0139085,2
136,5/17/1999,-0.31600001,-1.773,1.800940034,-1.747173313,259.8943431,2
137,5/18/1999,-0.001,-1.64499998,1.645000284,-1.571404229,269.9651697,2
138,5/19/1999,0.66600001,-1.64699996,1.776559845,-1.186527019,292.0170096,3
139,5/20/1999,0.90100002,-1.71700001,1.939043597,-1.08754338,297.6883543,3
140,5/21/1999,1.03600001,-1.70200002,1.992511001,-1.024007487,301.3286928,3
141,5/22/1999,1.10800004,-1.273,1.687659056,-0.854586147,311.0358205,3
142,5/23/1999,1.38999999,-1.00100005,1.712921794,-0.624117834,324.2406822,4
143,5/24/1999,1.50899994,-0.639,1.638719567,-0.400564904,337.0493216,4
144,5/25/1999,1.47899997,-0.64600003,1.613925943,-0.41180733,336.405178,4
145,5/26/1999,1.61899996,-0.31799999,1.649934806,-0.193948526,348.887568,4
146,5/27/1999,1.38,0.17900001,1.391560636,0.128989963,7.390580462,5
147,5/28/1999,1.25199997,0.69099998,1.430029684,0.504313751,28.89504948,5
148,5/29/1999,1.13999999,0.94700003,1.482028689,0.693183222,39.71647303,5
149,5/30/1999,1.06599998,1.06299996,1.505431789,0.783989043,44.91926333,5
150,5/31/1999,0.80900002,1.35300004,1.576416868,1.031899891,59.12350864,6
151,6/1/1999,0.315,1.65900004,1.688640321,1.383156559,79.24903326,6
152,6/2/1999,0.115,1.65600002,1.659988273,1.501463194,86.02750411,6
153,6/3/1999,0.148,1.52600002,1.533160155,1.474113129,84.4604608,6
154,6/4/1999,0.13,1.53299999,1.538502184,1.486197684,85.15285483,6
155,6/5/1999,0.20100001,1.69299996,1.704889987,1.452625312,83.22929958,6
156,6/6/1999,0.072,1.49000001,1.491738593,1.522511738,87.23349685,6
157,6/7/1999,-0.086,1.34500003,1.347746668,1.634649921,93.65854146,7
158,6/8/1999,0.303,1.09599996,1.137112533,1.301073399,74.5460146,6
159,6/9/1999,0.49700001,0.94400001,1.066838802,1.086187424,62.23395514,6
160,6/10/1999,0.183,0.98199999,0.998905892,1.386555318,79.44376775,6
161,6/11/1999,-0.084,1.05700004,1.060332535,1.650099855,94.54375748,7
162,6/12/1999,-0.38299999,1.10399997,1.168548213,1.904724899,109.1326979,7
163,6/13/1999,-0.41,0.95099998,1.035616223,1.977843563,113.3220887,7
164,6/14/1999,-0.52200001,0.662,0.843046861,2.23849775,128.2564735,7
165,6/15/1999,-0.61500001,0.56699997,0.836489078,2.396781361,137.3254564,8
166,6/16/1999,-0.91600001,0.55800003,1.072576362,2.594457533,148.6514668,8
167,6/17/1999,-0.86500001,0.419,0.961137876,2.690508371,154.1547744,8
168,6/18/1999,-1,0.53299999,1.133176504,2.651894887,151.9423847,8
169,6/19/1999,-1.00699997,0.537,1.141235269,2.651686859,151.9304656,8
170,6/20/1999,-1.13300002,0.56,1.263839011,2.682545161,153.6985161,8
171,6/21/1999,-1.329,0.616,1.464819784,2.707563748,155.1319755,8
172,6/22/1999,-1.48500001,0.66000003,1.625061559,2.72336831,156.0375102,8
173,6/23/1999,-1.55499995,0.47999999,1.62739818,2.842190173,162.8455015,8
174,6/24/1999,-1.66600001,0.228,1.681529076,3.005582832,172.2072113,8
175,6/25/1999,-2.10700011,0.103,2.109516168,3.09274687,177.2013428,8
176,6/26/1999,-2.37899995,-0.296,2.397343689,-3.017806779,187.0924082,1
177,6/27/1999,-2.27800012,-0.33700001,2.302792555,-2.99472113,188.4151184,1
178,6/28/1999,-2.11500001,-0.56699997,2.189683541,-2.879666475,195.0072646,1
179,6/29/1999,-2.04200006,-0.48300001,2.098345361,-2.9093286,193.30775,1
180,6/30/1999,-1.85000002,-0.44499999,1.902767738,-2.905536642,193.5250132,1
181,7/1/1999,-1.69299996,-0.69700003,1.830862613,-2.751045004,202.376732,1
182,7/2/1999,-1.52400005,-0.58200002,1.631349189,-2.776795366,200.9013449,1
183,7/3/1999,-1.25600004,-1.079,1.655831242,-2.431852812,220.6650975,1
184,7/4/1999,-1.17400002,-1.29799998,1.750165705,-2.306074703,227.8716523,2
185,7/5/1999,-1.06700003,-1.29900002,1.681038404,-2.258451172,230.6002796,2
186,7/6/1999,-0.86199999,-1.24699998,1.515933024,-2.175631743,235.3454833,2
187,7/7/1999,-0.54000002,-1.20700002,1.322289329,-1.99147785,245.8967242,2
188,7/8/1999,-0.287,-1.10000002,1.136824104,-1.82601572,255.3770059,2
189,7/9/1999,-0.076,-0.79799998,0.801610858,-1.665748036,264.5596678,2
190,7/10/1999,0.301,-0.91299999,0.9613376,-1.252335231,288.2464767,3
191,7/11/1999,0.62900001,-0.81099999,1.026334252,-0.911120431,307.7966447,3
192,7/12/1999,0.78299999,-0.62099999,0.999364784,-0.670521556,321.5819447,4
193,7/13/1999,0.95499998,-0.39500001,1.033465031,-0.392186006,337.5293971,4
194,7/14/1999,0.889,-0.243,0.921612717,-0.266823043,344.7121658,4
195,7/15/1999,0.69,-0.06,0.692603783,-0.086738339,355.0302593,4
196,7/16/1999,0.57099998,-0.099,0.579518746,-0.171673413,350.163838,4
197,7/17/1999,0.65600002,-0.07,0.659724205,-0.106305053,353.9091691,4
198,7/18/1999,0.77200001,-0.044,0.773252879,-0.056933224,356.7379666,4
199,7/19/1999,0.70899999,-0.061,0.71161927,-0.08582532,355.0825714,4
200,7/20/1999,0.82300001,-0.176,0.841608589,-0.210678393,347.9290172,4
201,7/21/1999,1.051,-0.116,1.057382145,-0.109926151,353.7016955,4
202,7/22/1999,1.046,-0.067,1.048143597,-0.063966151,356.3350095,4
203,7/23/1999,1.06200004,0.044,1.062911137,0.041407578,2.372479478,5
204,7/24/1999,0.88499999,0.056,0.886769971,0.063192587,3.620668508,5
205,7/25/1999,0.80699998,0.41,0.90517897,0.470070456,26.93305318,5
206,7/26/1999,0.51800001,0.63499999,0.819480932,0.886526401,50.79422121,6
207,7/27/1999,0.442,0.60399997,0.748451711,0.93905307,53.80377767,6
208,7/28/1999,0.49399999,0.92900002,1.052177279,1.082068961,61.99798459,6
209,7/29/1999,0.33700001,0.70200002,0.778699579,1.123230042,64.35634083,6
210,7/30/1999,0.066,0.58899999,0.592686248,1.459207485,83.60643032,6
211,7/31/1999,-0.43700001,0.46599999,0.638846617,2.324090375,133.1605697,7
212,8/1/1999,-0.76899999,0.38499999,0.859991847,2.677425029,153.4051541,8
213,8/2/1999,-0.90499997,0.31200001,0.957271619,2.809601274,160.9782951,8
214,8/3/1999,-0.88200003,0.081,0.885711608,3.050012807,174.7528613,8
215,8/4/1999,-0.72399998,-0.23899999,0.762428335,-2.822745455,198.2685988,1
216,8/5/1999,-0.815,-0.15800001,0.83017408,-2.95010299,190.9715495,1
217,8/6/1999,-0.92400002,-0.264,0.960974525,-2.863293,195.9453956,1
218,8/7/1999,-0.80299997,-0.019,0.803224721,-3.117935797,181.3554381,1
219,8/8/1999,-0.59100002,0.105,0.600254966,2.965762383,169.9256676,8
220,8/9/1999,-0.56199998,-0.092,0.569480445,-2.979330799,189.2969195,1
221,8/10/1999,-0.72500002,-0.35299999,0.806370896,-2.688482669,205.9612898,1
222,8/11/1999,-0.77600002,-0.18099999,0.796829359,-2.912442215,193.129353,1
223,8/12/1999,-0.86500001,-0.303,0.916533697,-2.804660385,199.304797,1
224,8/13/1999,-0.89300001,-0.31099999,0.945605632,-2.806464984,199.2014011,1
225,8/14/1999,-0.87800002,-0.498,1.009399839,-2.625641426,209.5618278,1
226,8/15/1999,-1.01800001,-0.565,1.164280473,-2.634911272,209.0307047,1
227,8/16/1999,-1.11600006,-0.40200001,1.186195659,-2.795846715,199.8097831,1
228,8/17/1999,-1.29100001,-0.23199999,1.311680228,-2.963784847,190.1876369,1
229,8/18/1999,-1.42900002,-0.69800001,1.590360044,-2.687224868,206.0333565,1
230,8/19/1999,-1.46599996,-1.005,1.777408474,-2.540638202,214.4321537,1
231,8/20/1999,-1.40699995,-1.08700001,1.777981406,-2.483805174,217.6884464,1
232,8/21/1999,-0.97399998,-1.079,1.453587617,-2.305094338,227.927823,2
233,8/22/1999,-0.85900003,-1.51499999,1.741581471,-2.086595131,240.4469054,2
234,8/23/1999,-0.74699998,-1.87699997,2.02018263,-1.949556218,248.2986568,2
235,8/24/1999,-0.59500003,-1.95299995,2.041625294,-1.86652241,253.0561435,2
236,8/25/1999,-0.294,-1.93299997,1.955230136,-1.721734729,261.3518666,2
237,8/26/1999,0.071,-1.83099997,1.832376023,-1.532039119,272.2206244,3
238,8/27/1999,0.48199999,-1.71399999,1.780483068,-1.296662671,285.7067015,3
239,8/28/1999,0.48199999,-1.42999995,1.509047331,-1.245692889,288.6270549,3
240,8/29/1999,0.639,-0.84100002,1.056220637,-0.921046494,307.2279231,3
241,8/30/1999,0.52200001,-0.53600001,0.748184483,-0.798629905,314.241877,3
242,8/31/1999,0.435,-0.213,0.484349048,-0.455337551,333.9110801,4
243,9/1/1999,0.377,0.092,0.388063139,0.239353722,13.71395811,5
244,9/2/1999,0.308,0.36899999,0.480650593,0.87525889,50.14864037,6
245,9/3/1999,0.34900001,0.36700001,0.506448432,0.810532533,46.44009332,6
246,9/4/1999,0.071,0.317,0.324853813,1.350457933,77.37553999,6
247,9/5/1999,-0.176,0.50599998,0.53573499,1.905533176,109.1790087,7
248,9/6/1999,-0.37200001,0.70999998,0.801550983,2.053414897,117.6520072,7
249,9/7/1999,-0.82599998,0.509,0.970235521,2.589329963,148.3576786,8
250,9/8/1999,-1.25999999,0.38800001,1.318386887,2.842870648,162.8844898,8
251,9/9/1999,-1.11199999,0.50099999,1.219649527,2.718290117,155.7465512,8
252,9/10/1999,-0.838,0.41,0.93292229,2.686573785,153.9293393,8
253,9/11/1999,-0.80800003,0.14300001,0.82055655,2.966426273,169.9637057,8
254,9/12/1999,-0.89499998,-0.103,0.900907301,-3.02701292,186.5649352,1
255,9/13/1999,-0.80599999,0.28,0.853250247,2.807240835,160.8430519,8
256,9/14/1999,-0.65499997,0.34299999,0.739374028,2.659193455,152.3605619,8
257,9/15/1999,-0.61299998,0.435,0.751660811,2.524436245,144.6395425,8
258,9/16/1999,-0.54699999,0.273,0.61134114,2.678676566,153.4768619,8
259,9/17/1999,-0.634,0.257,0.684108909,2.75647176,157.9341982,8
260,9/18/1999,-0.44299999,0,0.44299999,3.141592654,180,8
261,9/19/1999,-0.69599998,-0.171,0.716698662,-2.900674875,193.8035719,1
262,9/20/1999,-1.08500004,-0.28200001,1.121048211,-2.887310927,194.5692697,1
263,9/21/1999,-1.153,-0.34,1.202085272,-2.85483702,196.4298876,1
264,9/22/1999,-1.05700004,-0.315,1.10293884,-2.851959576,196.594753,1
265,9/23/1999,-1.20099998,-0.60699999,1.345678245,-2.673624699,206.8125887,1
266,9/24/1999,-1.43599999,-0.778,1.633211551,-2.645080167,208.44807,1
267,9/25/1999,-1.33899999,-1.29799998,1.864865926,-2.371741213,224.1092384,1
268,9/26/1999,-1.50199997,-1.40699995,2.058070157,-2.388840166,223.1295405,1
269,9/27/1999,-1.56700003,-1.44299996,2.1301967,-2.397367246,222.6409749,1
270,9/28/1999,-1.51300001,-1.56599998,2.177504298,-2.338982819,225.9861561,2
271,9/29/1999,-1.37899995,-1.78799999,2.258004612,-2.227761042,232.3586946,2
272,9/30/1999,-1.32500005,-1.773,2.213403292,-2.21258064,233.2284675,2
273,10/1/1999,-1.01600003,-1.67200005,1.956486705,-2.116825866,238.7148119,2
274,10/2/1999,-0.838,-1.477,1.698167542,-2.086874742,240.4308849,2
275,10/3/1999,-0.71499997,-1.27900004,1.465287023,-2.080546259,240.7934803,2
276,10/4/1999,-0.76700002,-1.16900003,1.398159541,-2.151459249,236.7304652,2
277,10/5/1999,-0.87599999,-1.26999998,1.542814289,-2.174619259,235.4034944,2
278,10/6/1999,-0.88,-1.10599995,1.413377476,-2.242885364,231.4921347,2
279,10/7/1999,-0.62900001,-1.05400002,1.227418859,-2.108840533,239.1723378,2
280,10/8/1999,-0.417,-1.20200002,1.272278683,-1.904726239,250.8672254,2
281,10/9/1999,-0.25400001,-1.26999998,1.295150939,-1.768191897,258.6900669,2
282,10/10/1999,0.38499999,-0.99699998,1.068753457,-1.202278952,291.1144903,3
283,10/11/1999,0.57499999,-0.917,1.082364998,-1.010728016,302.0895504,3
284,10/12/1999,0.78799999,-0.935,1.222771027,-0.870508376,310.123544,3
285,10/13/1999,0.77999997,-0.73100001,1.068999985,-0.752980695,316.8573841,4
286,10/14/1999,0.64999998,-0.69499999,0.951590752,-0.818842945,313.0837552,3
287,10/15/1999,0.87900001,-0.93099999,1.280391346,-0.814119534,313.3543867,3
288,10/16/1999,1.19599998,-0.95499998,1.530503484,-0.673822573,321.3928104,4
289,10/17/1999,1.30700004,-0.87900001,1.575084164,-0.592052581,326.0778858,4
290,10/18/1999,1.426,-0.77399999,1.622514094,-0.497280807,331.5079085,4
291,10/19/1999,1.43299997,-0.63099998,1.565774533,-0.414787467,336.2344287,4
292,10/20/1999,1.55299997,-0.44600001,1.615773782,-0.279659866,343.97667,4
293,10/21/1999,1.65600002,-0.40799999,1.705520465,-0.241565699,346.159305,4
294,10/22/1999,1.61199999,-0.206,1.625109217,-0.127102661,352.717554,4
295,10/23/1999,1.36199999,-0.14300001,1.369486391,-0.104609404,354.0063227,4
296,10/24/1999,1.37399995,-0.148,1.381947851,-0.107300997,353.8521058,4
297,10/25/1999,1.31700003,0.013,1.317064189,0.009870598,0.565543604,5
298,10/26/1999,1.58700001,0.164,1.595451357,0.102974116,5.899982227,5
299,10/27/1999,1.50199997,0.25099999,1.52282793,0.1655805,9.487063803,5
300,10/28/1999,1.65900004,0.092,1.661549016,0.05539835,3.174091667,5
301,10/29/1999,1.85099995,0.28099999,1.872207737,0.150659482,8.632152464,5
302,10/30/1999,1.91199994,0.396,1.952577725,0.204225512,11.70125991,5
303,10/31/1999,2.13000011,0.50099999,2.188127386,0.231012146,13.23602098,5
304,11/1/1999,2.2019999,0.80400002,2.344188472,0.350083074,20.05828265,5
305,11/2/1999,2.16400003,0.86299998,2.329734984,0.379470178,21.74203965,5
306,11/3/1999,2.47199988,1.24300003,2.766917505,0.465910443,26.69470204,5
307,11/4/1999,2.6500001,1.56299996,3.0766003,0.532894112,30.53258352,5
308,11/5/1999,2.22300005,1.87600005,2.908797932,0.700944731,40.16117475,5
309,11/6/1999,1.84000003,2.36899996,2.999626797,0.910425637,52.16354654,6
310,11/7/1999,1.70700002,2.78999996,3.270771904,1.021725151,58.54053897,6
311,11/8/1999,1.43900001,2.9059999,3.242769873,1.111010218,63.65619652,6
312,11/9/1999,1.04400003,2.92000008,3.101021853,1.227425314,70.32629018,6
313,11/10/1999,0.63099998,2.59699988,2.672558578,1.332442484,76.34333078,6
314,11/11/1999,0.208,2.58599997,2.594351527,1.490536008,85.40142247,6
315,11/12/1999,0.014,2.49699998,2.497039227,1.565189657,89.67876151,6
316,11/13/1999,-0.178,2.45099998,2.457454964,1.643292473,94.15372321,7
317,11/14/1999,-0.435,2.35899997,2.39877174,1.753148053,100.4479843,7
318,11/15/1999,-0.81900001,2.16000009,2.310056581,1.933214942,110.7650571,7
319,11/16/1999,-0.97299999,1.84000003,2.081424774,2.057220987,117.8700801,7
320,11/17/1999,-0.77200001,1.75,1.912716397,1.98626029,113.8043316,7
321,11/18/1999,-0.67500001,1.65100002,1.783655258,1.958902767,112.236861,7
322,11/19/1999,-0.48500001,1.52400005,1.599312716,1.878903271,107.6532275,7
323,11/20/1999,-0.551,1.27900004,1.39263854,1.977573825,113.3066338,7
324,11/21/1999,-0.41100001,1.01800001,1.097836522,1.9545165,111.9855465,7
325,11/22/1999,-0.63800001,0.55599999,0.846274188,2.424763557,138.9287181,8
326,11/23/1999,-0.89499998,0.153,0.90798346,2.972279593,170.2990762,8
327,11/24/1999,-0.82999998,-0.109,0.837126613,-3.011014592,187.4815718,1
328,11/25/1999,-0.28,-0.40200001,0.489902039,-2.179181147,235.1421175,2
329,11/26/1999,-0.075,-0.602,0.606653938,-1.694742407,262.8984127,2
330,11/27/1999,-0.007,-0.64999998,0.650037671,-1.581565142,269.3829924,2
331,11/28/1999,0.185,-0.37400001,0.417254128,-1.111435948,296.319411,3
332,11/29/1999,0.345,-0.57099998,0.667132653,-1.027291988,301.1405048,3
333,11/30/1999,0.713,-0.58899999,0.924818895,-0.690446449,320.4403325,4
334,12/1/1999,0.82999998,-0.68699998,1.077436281,-0.691410894,320.3850738,4
335,12/2/1999,0.85000002,-0.60100001,1.041009628,-0.615447733,324.7374424,4
336,12/3/1999,0.75300002,-0.71499997,1.038380464,-0.75951835,316.4828041,4
